sdk:cli:on-connect|1326.0
sdk:setup|7497.0
sdk:cli:on-bootstrap|1355.0
sdk:connectBinSession|975.0
sdk:cli:on-connect|1358.0
sdk:setup|7799.0
sdk:cli:on-bootstrap|1385.0
sdk:connectBinSession|936.0
